%
% Commandline
%
% weka.datagenerators.classifiers.classification.RDG1 -r weka.datagenerators.classifiers.classification.RDG1-S_19_-n_3200_-a_100_-c_2_-N_100_-I_0_-M_1_-R_10 -S 19 -n 3200 -a 100 -c 2 -N 100 -I 0 -M 1 -R 10
%
@relation weka.datagenerators.classifiers.classification.RDG1-S_19_-n_3200_-a_100_-c_2_-N_100_-I_0_-M_1_-R_10

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute a85 numeric
@attribute a86 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a89 numeric
@attribute a90 numeric
@attribute a91 numeric
@attribute a92 numeric
@attribute a93 numeric
@attribute a94 numeric
@attribute a95 numeric
@attribute a96 numeric
@attribute a97 numeric
@attribute a98 numeric
@attribute a99 numeric
@attribute class {c0,c1}

@data

0.076153,0.57784,0.454977,0.535907,0.936922,0.801007,0.227595,0.510592,0.49092,0.757979,0.34606,0.346362,0.19367,0.908031,0.278094,0.569925,0.688545,0.686745,0.887313,0.34605,0.542641,0.537155,0.856923,0.556512,0.089401,0.463973,0.15177,0.102413,0.533445,0.321272,0.121925,0.904373,0.907576,0.173853,0.988689,0.03313,0.562785,0.108679,0.747825,0.767337,0.619151,0.815122,0.975044,0.145828,0.208837,0.101425,0.6252,0.758422,0.401954,0.269637,0.679346,0.102317,0.421904,0.932437,0.412773,0.820374,0.128855,0.422629,0.132299,0.533137,0.778353,0.419722,0.462576,0.778153,0.746614,0.797912,0.648842,0.778182,0.254886,0.985894,0.8875,0.37415,0.122325,0.321318,0.396106,0.479195,0.230158,0.981347,0.790784,0.836911,0.689473,0.075655,0.351802,0.699919,0.670789,0.399318,0.926949,0.284144,0.475651,0.160463,0.547594,0.499665,0.708789,0.721148,0.313726,0.510808,0.343961,0.019842,0.741965,0.136103,c0
0.939928,0.585437,0.634278,0.505586,0.09089,0.911642,0.258037,0.811547,0.665172,0.853834,0.149401,0.790873,0.486095,0.699543,0.559303,0.486723,0.007228,0.667966,0.889973,0.193289,0.394925,0.818337,0.916695,0.37465,0.723566,0.299932,0.504296,0.046695,0.234331,0.922154,0.318519,0.528756,0.871041,0.106123,0.248262,0.632729,0.725538,0.768462,0.126704,0.424844,0.600289,0.583465,0.867714,0.668891,0.627309,0.371632,0.318443,0.939558,0.770245,0.070494,0.96988,0.180717,0.080353,0.85798,0.164179,0.175833,0.777332,0.519049,0.590911,0.996327,0.582418,0.073058,0.673956,0.998614,0.243826,0.012374,0.916561,0.351632,0.86358,0.241992,0.394183,0.394122,0.459963,0.955384,0.363031,0.344479,0.18128,0.233643,0.386818,0.015948,0.724287,0.112905,0.475016,0.226014,0.804627,0.229363,0.473031,0.531255,0.976784,0.921649,0.347979,0.767546,0.707502,0.847137,0.073356,0.630376,0.369346,0.751722,0.531694,0.191196,c1
0.588863,0.443968,0.452334,0.436895,0.547861,0.421274,0.788576,0.623174,0.396069,0.948024,0.008012,0.247294,0.77197,0.493396,0.278384,0.566916,0.358062,0.67798,0.296173,0.994874,0.361543,0.249252,0.38589,0.667508,0.57467,0.859695,0.614545,0.426066,0.240505,0.240714,0.719763,0.193491,0.634389,0.745409,0.037752,0.936944,0.612244,0.519391,0.161239,0.020642,0.373916,0.751206,0.757727,0.774129,0.343079,0.55257,0.834813,0.527841,0.374789,0.0235,0.752071,0.200822,0.467596,0.968556,0.447887,0.764736,0.779195,0.547801,0.674876,0.553787,0.022918,0.869701,0.518913,0.441972,0.256947,0.163082,0.11456,0.367029,0.668916,0.701409,0.263549,0.544776,0.205692,0.094988,0.613238,0.987975,0.801402,0.915386,0.158369,0.620672,0.516353,0.871193,0.092151,0.361924,0.11534,0.91542,0.451657,0.042115,0.485855,0.732182,0.577703,0.910555,0.825092,0.023979,0.140815,0.794816,0.709156,0.900731,0.372623,0.680269,c0
0.942107,0.29246,0.105397,0.499033,0.501364,0.761536,0.265017,0.241554,0.336381,0.667245,0.754701,0.376146,0.918702,0.095827,0.126181,0.887514,0.935901,0.732015,0.223832,0.262431,0.871989,0.602296,0.422292,0.687155,0.543887,0.696299,0.047388,0.741921,0.383645,0.025767,0.991249,0.627117,0.612569,0.607377,0.342088,0.460571,0.966094,0.188618,0.314924,0.596567,0.297197,0.275269,0.891611,0.234547,0.211324,0.164449,0.356841,0.809116,0.867283,0.239039,0.351374,0.782841,0.216197,0.737221,0.154558,0.499457,0.244617,0.575202,0.655277,0.697502,0.238046,0.571628,0.873783,0.133003,0.687581,0.599018,0.956441,0.514752,0.225097,0.770502,0.281241,0.616806,0.8913,0.759445,0.683977,0.000276,0.116225,0.745016,0.843352,0.25004,0.023148,0.278541,0.547809,0.011968,0.054605,0.573475,0.907715,0.402324,0.463164,0.336091,0.573597,0.553412,0.909758,0.274482,0.674461,0.158182,0.268876,0.85025,0.499769,0.88137,c1
0.752552,0.67024,0.914491,0.415892,0.634099,0.154959,0.118717,0.780585,0.177668,0.765796,0.641623,0.179042,0.86121,0.124954,0.394169,0.369143,0.618075,0.819988,0.195706,0.029038,0.61645,0.549104,0.436782,0.047709,0.046036,0.53389,0.443697,0.016878,0.487774,0.802901,0.66998,0.455901,0.705188,0.03253,0.055761,0.462443,0.114784,0.120856,0.768065,0.549078,0.768212,0.565661,0.063414,0.399615,0.410276,0.019587,0.198646,0.158844,0.064637,0.103369,0.156735,0.655479,0.642935,0.672396,0.451401,0.65053,0.273307,0.252301,0.427689,0.801901,0.400697,0.286091,0.285211,0.540941,0.224032,0.168289,0.516588,0.467774,0.704333,0.780858,0.575706,0.189655,0.20297,0.391156,0.368712,0.750186,0.790757,0.323947,0.59523,0.927148,0.406258,0.777485,0.058141,0.712818,0.335616,0.517964,0.807284,0.233026,0.936435,0.957123,0.385812,0.209841,0.13467,0.294545,0.50746,0.827657,0.986174,0.989221,0.208837,0.523589,c1
0.586262,0.654456,0.389544,0.661634,0.708613,0.124726,0.748645,0.248365,0.207649,0.020789,0.185696,0.833269,0.877817,0.279505,0.38837,0.898135,0.881512,0.345726,0.441261,0.857703,0.265128,0.375454,0.67006,0.722302,0.31438,0.11037,0.703374,0.79375,0.571322,0.16828,0.94425,0.200101,0.363799,0.967642,0.874876,0.876556,0.382636,0.884229,0.005668,0.807891,0.18271,0.524119,0.823861,0.961988,0.481075,0.189573,0.796934,0.364575,0.778693,0.713004,0.342654,0.192039,0.141839,0.839127,0.690191,0.592178,0.945092,0.246498,0.725735,0.182021,0.999908,0.117053,0.241215,0.817352,0.771058,0.885865,0.486168,0.280325,0.317808,0.433251,0.560533,0.989587,0.187546,0.517462,0.980034,0.701537,0.736591,0.688602,0.696069,0.441926,0.256292,0.273022,0.958425,0.583686,0.84206,0.272357,0.67186,0.069945,0.158797,0.182467,0.316519,0.270407,0.128281,0.804951,0.077372,0.854791,0.092361,0.097536,0.559267,0.368799,c1
0.190395,0.98951,0.351943,0.906056,0.53019,0.874507,0.753225,0.383762,0.22877,0.185354,0.158889,0.45027,0.552605,0.054289,0.984064,0.979589,0.196532,0.566763,0.493797,0.440792,0.206393,0.528181,0.589287,0.169599,0.172494,0.980286,0.42155,0.714878,0.099326,0.927562,0.685682,0.984593,0.791518,0.863883,0.586594,0.873719,0.686875,0.725797,0.76105,0.42091,0.814345,0.841177,0.891004,0.311212,0.958163,0.290655,0.34973,0.718865,0.168919,0.854093,0.984857,0.06726,0.47817,0.375498,0.061459,0.272354,0.045244,0.947175,0.463456,0.431377,0.993242,0.787535,0.483095,0.720404,0.875792,0.066853,0.915937,0.47238,0.056918,0.221427,0.722734,0.02145,0.283509,0.488944,0.219781,0.919943,0.383114,0.496509,0.615755,0.56112,0.32944,0.737672,0.725772,0.07381,0.883693,0.685921,0.862321,0.59431,0.642001,0.109485,0.227927,0.666429,0.597462,0.875935,0.61587,0.572328,0.259949,0.164949,0.862928,0.8548,c1
0.967605,0.543736,0.292125,0.155895,0.271048,0.802001,0.333594,0.76732,0.174607,0.791967,0.618159,0.964772,0.578502,0.773847,0.100916,0.281397,0.481688,0.9283,0.191032,0.364809,0.377151,0.764779,0.439192,0.95762,0.799778,0.12832,0.065557,0.843184,0.17148,0.387197,0.498795,0.306267,0.929069,0.170005,0.140698,0.772621,0.417474,0.713115,0.771089,0.811929,0.184174,0.478078,0.364152,0.615369,0.120336,0.203434,0.600056,0.392035,0.359919,0.966521,0.024634,0.867717,0.970115,0.148262,0.635128,0.215055,0.244806,0.417524,0.651404,0.295829,0.847263,0.981563,0.369787,0.054165,0.139179,0.38515,0.290563,0.263687,0.780157,0.083414,0.160438,0.602157,0.085113,0.86201,0.177646,0.203909,0.686626,0.933159,0.370115,0.423369,0.765076,0.197205,0.076058,0.532241,0.481496,0.726723,0.531517,0.468422,0.276371,0.003849,0.800863,0.556484,0.382195,0.821396,0.673938,0.327546,0.238416,0.044421,0.697472,0.180656,c1
0.494459,0.621337,0.2086,0.648266,0.93987,0.332249,0.094759,0.455164,0.010143,0.767107,0.016928,0.39325,0.482656,0.937401,0.002132,0.273756,0.599199,0.742485,0.636306,0.864072,0.129887,0.235265,0.570096,0.768049,0.827831,0.261877,0.687824,0.666697,0.314761,0.586092,0.08383,0.200417,0.684867,0.051577,0.940573,0.044458,0.017424,0.683796,0.509324,0.405997,0.548378,0.888167,0.657,0.254297,0.466844,0.062285,0.861588,0.084618,0.174573,0.007348,0.113863,0.912077,0.374741,0.497602,0.914485,0.49343,0.541007,0.246465,0.443317,0.482716,0.158578,0.29416,0.021702,0.341002,0.626123,0.534026,0.188659,0.340948,0.860665,0.693359,0.0684,0.93368,0.457175,0.589477,0.219261,0.078476,0.7204,0.89285,0.823073,0.87499,0.00854,0.946533,0.899236,0.983313,0.606677,0.414745,0.209141,0.868852,0.782482,0.663338,0.654348,0.867077,0.767492,0.811041,0.265817,0.427408,0.154362,0.332721,0.331717,0.666034,c1
