%
% Commandline
%
% weka.datagenerators.classifiers.classification.RDG1 -r weka.datagenerators.classifiers.classification.RDG1-S_12_-n_800_-a_100_-c_2_-N_100_-I_0_-M_1_-R_10 -S 12 -n 800 -a 100 -c 2 -N 100 -I 0 -M 1 -R 10
%
@relation weka.datagenerators.classifiers.classification.RDG1-S_12_-n_800_-a_100_-c_2_-N_100_-I_0_-M_1_-R_10

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute a85 numeric
@attribute a86 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a89 numeric
@attribute a90 numeric
@attribute a91 numeric
@attribute a92 numeric
@attribute a93 numeric
@attribute a94 numeric
@attribute a95 numeric
@attribute a96 numeric
@attribute a97 numeric
@attribute a98 numeric
@attribute a99 numeric
@attribute class {c0,c1}

@data

0.441438,0.042409,0.044503,0.457796,0.729468,0.518356,0.297219,0.107931,0.933815,0.446249,0.116849,0.039545,0.760491,0.591486,0.191224,0.057612,0.674979,0.002504,0.301653,0.744576,0.989967,0.027857,0.509833,0.738079,0.677301,0.342199,0.095452,0.652122,0.971059,0.336435,0.999429,0.485713,0.087475,0.900148,0.677098,0.551482,0.67746,0.578508,0.946336,0.926502,0.948764,0.321222,0.627543,0.178513,0.747362,0.557687,0.515536,0.652989,0.271425,0.13036,0.49784,0.919948,0.506305,0.697459,0.439542,0.074138,0.915203,0.57646,0.79174,0.458217,0.397793,0.641462,0.74884,0.03576,0.037798,0.810328,0.179323,0.079404,0.700598,0.861637,0.485296,0.059174,0.113228,0.806812,0.008043,0.617013,0.661646,0.809398,0.589947,0.295741,0.773972,0.691311,0.427607,0.254191,0.423403,0.395,0.406569,0.544939,0.980823,0.380782,0.695092,0.657072,0.374662,0.830244,0.492442,0.933635,0.274333,0.699434,0.476704,0.161884,c0
0.122074,0.742069,0.771834,0.547663,0.844276,0.793473,0.90346,0.976198,0.186954,0.669163,0.792452,0.956757,0.277835,0.504505,0.802315,0.001629,0.067377,0.870028,0.847157,0.193042,0.337672,0.702082,0.302175,0.80763,0.586049,0.277427,0.949604,0.468464,0.892273,0.496158,0.678925,0.374747,0.730811,0.754029,0.90326,0.191464,0.573403,0.98304,0.428327,0.994768,0.042228,0.018301,0.815966,0.263625,0.320225,0.309493,0.121183,0.284188,0.502706,0.136879,0.249805,0.490624,0.583137,0.914655,0.083265,0.204576,0.80604,0.868549,0.947698,0.955171,0.191253,0.359888,0.966428,0.062488,0.136297,0.395018,0.328127,0.449568,0.137425,0.406744,0.527291,0.711598,0.834947,0.223616,0.189387,0.315565,0.784707,0.253199,0.179913,0.429689,0.585149,0.297092,0.314783,0.289156,0.248179,0.0883,0.138865,0.193161,0.992082,0.59566,0.920171,0.197973,0.956028,0.375394,0.21909,0.321736,0.688254,0.766441,0.135251,0.608941,c1
0.402244,0.186554,0.801189,0.888905,0.85674,0.554086,0.337168,0.280316,0.814195,0.894952,0.573867,0.310064,0.698368,0.031132,0.584174,0.600165,0.535169,0.422598,0.460238,0.103744,0.379948,0.598529,0.688512,0.29152,0.473134,0.597231,0.726539,0.968467,0.829054,0.878663,0.068857,0.599097,0.323178,0.510376,0.965386,0.497379,0.984594,0.295845,0.612885,0.746033,0.123377,0.913582,0.078541,0.250043,0.12664,0.066084,0.434482,0.900488,0.242368,0.099587,0.58298,0.427318,0.436782,0.548747,0.034337,0.153537,0.458783,0.584815,0.462924,0.528236,0.574175,0.401492,0.211571,0.012258,0.042688,0.15961,0.040481,0.617782,0.30242,0.229905,0.324061,0.161925,0.999204,0.122611,0.587563,0.084478,0.452452,0.673217,0.745114,0.501209,0.884444,0.765678,0.651735,0.016677,0.756573,0.117533,0.614146,0.704301,0.853943,0.425769,0.318637,0.576486,0.338811,0.477971,0.229024,0.813851,0.853715,0.670188,0.88366,0.000206,c0
0.513451,0.066484,0.26996,0.080688,0.198988,0.917331,0.568087,0.319806,0.669989,0.337825,0.863921,0.504637,0.398467,0.147618,0.765413,0.624024,0.205582,0.968645,0.029708,0.440782,0.216784,0.890332,0.036665,0.618451,0.331142,0.394498,0.33699,0.680498,0.195092,0.595886,0.351668,0.182631,0.101553,0.573985,0.370672,0.464213,0.197253,0.072792,0.101473,0.611379,0.874256,0.127376,0.151656,0.812304,0.246138,0.239591,0.994983,0.114172,0.16487,0.570012,0.166554,0.701758,0.321425,0.239144,0.660222,0.209119,0.591262,0.238161,0.760248,0.248752,0.935277,0.63796,0.829172,0.296686,0.847446,0.754966,0.89522,0.307306,0.552329,0.683186,0.235061,0.948326,0.89875,0.134153,0.531536,0.144177,0.170379,0.839944,0.601029,0.695166,0.839633,0.869149,0.131412,0.100135,0.628185,0.081648,0.349069,0.351919,0.105571,0.605278,0.042259,0.39779,0.456786,0.655976,0.908147,0.161156,0.980411,0.242663,0.762105,0.506115,c1
0.302951,0.317835,0.530144,0.612587,0.990605,0.591159,0.511318,0.648137,0.419567,0.301111,0.560618,0.117195,0.761759,0.517467,0.044783,0.044241,0.8763,0.771908,0.129558,0.732706,0.424711,0.265155,0.469241,0.59165,0.679606,0.225019,0.113048,0.789666,0.849176,0.834605,0.849522,0.292411,0.795413,0.494607,0.906494,0.450558,0.610961,0.309614,0.651654,0.196545,0.63762,0.595586,0.697556,0.081346,0.158962,0.894117,0.604949,0.836612,0.180184,0.448847,0.199595,0.882848,0.420202,0.350339,0.370284,0.220931,0.884219,0.587995,0.099533,0.44209,0.159333,0.061026,0.393516,0.170604,0.881497,0.195246,0.724038,0.113797,0.658991,0.188421,0.572918,0.035522,0.105768,0.06414,0.677939,0.392189,0.537432,0.652636,0.619545,0.074475,0.313295,0.336736,0.458773,0.683213,0.769825,0.902073,0.239438,0.03456,0.184026,0.112932,0.301375,0.137397,0.229642,0.698566,0.516583,0.715012,0.944792,0.279576,0.756418,0.453462,c0
0.316522,0.389874,0.1255,0.550636,0.205945,0.157023,0.756801,0.812853,0.487038,0.392204,0.252415,0.499981,0.95285,0.810781,0.175807,0.355352,0.754758,0.855417,0.353871,0.773424,0.883618,0.125932,0.130915,0.855916,0.476011,0.733555,0.13173,0.186311,0.534509,0.991947,0.537198,0.512915,0.987766,0.73337,0.35343,0.172319,0.884391,0.195579,0.664188,0.007904,0.914032,0.863498,0.396443,0.742186,0.379676,0.869485,0.700136,0.247104,0.207179,0.556933,0.645812,0.92298,0.571128,0.594219,0.577554,0.444739,0.240589,0.589459,0.123679,0.463042,0.803962,0.50127,0.563968,0.458387,0.519046,0.266708,0.979724,0.837783,0.652627,0.974792,0.371757,0.536501,0.823269,0.602475,0.721404,0.841469,0.041688,0.799682,0.791022,0.888256,0.85499,0.460975,0.312905,0.300173,0.244206,0.85367,0.099355,0.735884,0.698996,0.885675,0.521719,0.691023,0.199036,0.691063,0.752439,0.759638,0.668527,0.087371,0.141744,0.702931,c0
0.83843,0.615818,0.109378,0.095563,0.350438,0.814163,0.971812,0.023939,0.367365,0.09158,0.196656,0.29621,0.916545,0.075978,0.678562,0.890344,0.686001,0.586357,0.764645,0.914463,0.017548,0.44631,0.922555,0.182759,0.396672,0.199486,0.140553,0.620626,0.825935,0.413817,0.37654,0.104275,0.086811,0.668532,0.631735,0.012936,0.044287,0.50645,0.514774,0.725855,0.829226,0.603799,0.483253,0.531645,0.945378,0.160748,0.302312,0.934151,0.091133,0.048089,0.643616,0.136844,0.760482,0.55898,0.16316,0.566866,0.493339,0.709378,0.842578,0.660168,0.982291,0.906772,0.856208,0.770846,0.110992,0.464059,0.734929,0.990551,0.398852,0.873875,0.137844,0.868037,0.257309,0.97841,0.11416,0.504182,0.924926,0.170748,0.340155,0.264478,0.941671,0.545946,0.449927,0.398816,0.547185,0.483594,0.243628,0.187473,0.44351,0.488302,0.253211,0.842605,0.949631,0.240511,0.873239,0.28611,0.693384,0.717319,0.023077,0.097595,c0
0.370389,0.947598,0.80859,0.703861,0.554649,0.576988,0.672795,0.755269,0.254331,0.022131,0.354906,0.327894,0.453607,0.352942,0.120527,0.498638,0.209923,0.935422,0.558366,0.27585,0.729481,0.781017,0.317899,0.674763,0.104139,0.569768,0.479545,0.407162,0.96659,0.89634,0.91625,0.69972,0.032613,0.539018,0.85795,0.772028,0.742316,0.583979,0.754151,0.803211,0.98676,0.050611,0.444917,0.795127,0.211968,0.258397,0.596831,0.60048,0.029252,0.551854,0.338044,0.525792,0.828976,0.157219,0.035329,0.342035,0.794258,0.883101,0.196046,0.239809,0.141789,0.096982,0.549291,0.251319,0.37887,0.910484,0.462957,0.928,0.858914,0.788508,0.987297,0.610487,0.942099,0.860844,0.980569,0.456737,0.623482,0.059572,0.968646,0.504449,0.577862,0.831547,0.618032,0.435549,0.188756,0.582509,0.960484,0.383331,0.278364,0.1978,0.797498,0.07698,0.935982,0.954426,0.034204,0.853518,0.054276,0.890165,0.044742,0.583851,c0
0.926,0.22766,0.555005,0.357422,0.52812,0.76489,0.94364,0.849081,0.926007,0.238165,0.308523,0.652147,0.567262,0.539748,0.123432,0.503226,0.102883,0.32945,0.81845,0.247197,0.772934,0.018004,0.157666,0.594897,0.324499,0.319757,0.859024,0.211377,0.891666,0.573206,0.503721,0.439195,0.260389,0.810111,0.416325,0.009071,0.465559,0.117415,0.861843,0.419348,0.723216,0.180909,0.602257,0.276013,0.287792,0.025569,0.58256,0.776677,0.942422,0.874711,0.275144,0.694741,0.479768,0.738603,0.001421,0.67407,0.711479,0.812865,0.370829,0.379878,0.256316,0.01801,0.829943,0.068101,0.600135,0.043658,0.198189,0.43339,0.695342,0.074479,0.981674,0.174974,0.67308,0.96961,0.202983,0.579983,0.07835,0.043277,0.462286,0.565416,0.406412,0.751604,0.953914,0.042804,0.618221,0.529025,0.202598,0.173712,0.743341,0.73748,0.35484,0.069583,0.640674,0.192531,0.963443,0.756008,0.480507,0.012764,0.337014,0.769392,c0
